Timestamp,Empty Seats Count
2023-11-10 13:47:00.424589,8
2023-11-10 13:47:00.738550,10
2023-11-10 13:47:01.055055,9
2023-11-10 13:47:01.372394,9
2023-11-10 13:47:01.700899,11
2023-11-10 13:47:02.022083,11
2023-11-10 13:47:02.342529,10
2023-11-10 13:47:02.668029,11
2023-11-10 13:47:02.990301,12
2023-11-10 13:47:03.312585,10
2023-11-10 13:47:03.638022,10
2023-11-10 13:47:03.959932,10
2023-11-10 13:47:04.284842,12
2023-11-10 13:47:04.841451,10
2023-11-10 13:47:05.248536,10
2023-11-10 13:47:05.575039,12
2023-11-10 13:47:06.132986,11
2023-11-10 13:47:06.512070,13
2023-11-10 13:47:06.835305,10
2023-11-10 13:47:07.392255,11
2023-11-10 13:47:07.950378,11
2023-11-10 13:47:08.510586,11
2023-11-10 13:47:08.997525,10
2023-11-10 13:47:09.558620,10
2023-11-10 13:47:10.120684,9
2023-11-10 13:47:10.462260,10
2023-11-10 13:47:11.020557,12
2023-11-10 13:47:11.501260,11
2023-11-10 13:47:11.824075,9
2023-11-10 13:47:12.150305,11
2023-11-10 13:47:12.471840,10
2023-11-10 13:47:12.790781,9
2023-11-10 13:47:13.345073,11
2023-11-10 13:47:13.701627,10
2023-11-10 13:47:14.021632,10
2023-11-10 13:47:14.341141,9
2023-11-10 13:47:14.659342,11
2023-11-10 13:47:15.209868,10
2023-11-10 13:47:15.558572,11
2023-11-10 13:47:16.106939,11
2023-11-10 13:47:16.425062,11
2023-11-10 13:47:16.745097,12
2023-11-10 13:47:17.293087,11
2023-11-10 13:47:17.609061,11
2023-11-10 13:47:17.929124,10
2023-11-10 13:47:18.242840,10
2023-11-10 13:47:18.564301,10
2023-11-10 13:47:19.012516,9
2023-11-10 13:47:19.394692,10
2023-11-10 13:47:19.709775,10
2023-11-10 13:47:20.030617,11
2023-11-10 13:47:20.351532,10
2023-11-10 13:47:20.676813,10
2023-11-10 13:47:21.003534,9
2023-11-10 13:47:21.416878,9
2023-11-10 13:47:21.851630,9
2023-11-10 13:47:22.173371,9
2023-11-10 13:47:22.495963,8
2023-11-10 13:47:22.818441,10
2023-11-10 13:47:23.144119,9
2023-11-10 13:47:23.490146,9
2023-11-10 13:47:23.815151,9
2023-11-10 13:47:24.372777,10
2023-11-10 13:47:24.812251,10
